mes,data,descricao,valor,saldo
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,87307.57
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,87624.7
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,87941.83
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88258.96
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88576.09
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88893.22
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,325.75,89218.97
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,89548.3
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,89883.73
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,90219.16
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,90554.59
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,90896.12
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,91243.75
2025-08,13/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,91600.27
2025-08,14/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91917.4
2025-08,14/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92234.53
2025-08,14/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92551.66
2025-08,14/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92868.79
2025-08,14/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93185.92
2025-08,14/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93503.05
2025-08,14/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,340.0,93163.05
2025-08,14/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,505.43,92657.62
2025-08,14/08/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,977.13,91680.49
2025-08,14/08/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,3200.63,88479.86
2025-08,15/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88796.99
2025-08,15/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,89114.12
2025-08,15/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,89437.35
2025-08,15/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,89793.87
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90111.0
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90428.13
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90745.26
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91062.39
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91379.52
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91696.65
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92013.78
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92330.91
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92648.04
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92965.17
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93282.3
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93599.43
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93916.56
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94233.69
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,94556.92
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,326.05,94882.97
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,326.05,95209.02
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,95550.55
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,95898.18
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,780.75,95117.43
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,1280.0,93837.43
2025-08,18/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,4950.0,88887.43
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,89204.56
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,89521.69
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,89838.82
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90155.95
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90473.08
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90790.21
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91107.34
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91424.47
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91741.6
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92058.73
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,92388.06
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,92723.49
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,159.5,92563.99
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,600.0,91963.99
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,1004.4,90959.59
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,1188.0,89771.59
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,2490.17,87281.42
2025-08,19/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,2945.36,84336.06
2025-08,19/08/25,Feira Elisete 07/08 e 14/08 C,101.5,84437.56
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,84754.69
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,85071.82
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,85388.95
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,85706.08
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,86023.21
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,86340.34
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,86657.47
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,86974.6
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,87291.73
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,87608.86
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,87925.99
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88243.12
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88560.25
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88877.38
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,89194.51
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,89511.64
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,89828.77
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90145.9
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90463.03
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90780.16
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91097.29
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91414.42
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91731.55
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92048.68
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92365.81
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92682.94
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93000.07
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93317.2
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93634.33
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93951.46
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94268.59
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94585.72
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94902.85
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,95219.98
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,95537.11
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,95860.34
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,383.19,96243.53
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,392.08,96635.61
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,417.88,97053.49
2025-08,20/08/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,224.0,96829.49
2025-08,20/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.95,96511.54
2025-08,20/08/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,557.0,95954.54
2025-08,20/08/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,2300.0,93654.54
2025-08,20/08/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,19407.6,74246.94
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,74564.07
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,74881.2
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,75198.33
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,75515.46
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,75832.59
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,76149.72
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,76466.85
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,76783.98
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,77101.11
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,77418.24
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,77735.37
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,78052.5
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,78369.63
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,78686.76
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,79003.89
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,79321.02
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,79638.15
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,79955.28
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,80272.41
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,80589.54
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,80906.67
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,81223.8
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,81540.93
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,81858.06
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,82175.19
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,82492.32
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,82809.45
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,83126.58
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,83443.71
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,83766.94
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,84096.27
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,84443.9
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,84800.42
2025-08,21/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,365.41,85165.83
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,85482.96
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,85800.09
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,86117.22
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,86434.35
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,86751.48
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,87068.61
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,87385.74
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,87702.87
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88020.0
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88337.13
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88654.26
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,88971.39
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,89288.52
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,89605.65
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,89922.78
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90239.91
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90557.04
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,90874.17
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91191.3
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91508.43
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,91825.56
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92142.69
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92459.82
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,92776.95
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93094.08
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93411.21
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,93728.34
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94045.47
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94362.6
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94679.73
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,94996.86
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,95313.99
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,95631.12
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,95948.25
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,96265.38
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,96582.51
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,96899.64
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,97216.77
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,97533.9
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,97851.03
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,98168.16
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,98485.29
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,98802.42
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,99119.55
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,99436.68
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,99753.81
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,100070.94
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,100388.07
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,100705.2
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,101022.33
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,101339.46
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,101656.59
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,101973.72
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,102290.85
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,102607.98
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,102925.11
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,103242.24
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,103559.37
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,103876.5
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,104193.63
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,104510.76
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,104827.89
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,105145.02
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,105462.15
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,105779.28
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,106096.41
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,106413.54
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,106730.67
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,107047.8
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,107364.93
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,107682.06
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,107999.19
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,108316.32
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,108633.45
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,108950.58
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,109267.71
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,109584.84
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,109901.97
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,110219.1
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,110536.23
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,110853.36
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,111170.49
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,111487.62
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,111804.75
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,112121.88
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,112439.01
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,112756.14
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,113073.27
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,317.13,113390.4
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,113713.63
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,114036.86
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,114360.09
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,114683.32
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,115006.55
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.23,115329.78
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,115659.11
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,329.33,115988.44
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,335.43,116323.87
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,116665.4
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,117006.93
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,117348.46
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,341.53,117689.99
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,118037.62
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,347.63,118385.25
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,118741.77
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,356.52,119098.29
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,392.08,119490.37
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,417.88,119908.25
2025-08,22/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,79.98,119828.27
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,120151.92
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,120475.57
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,120799.22
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,121122.87
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,121446.52
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,121770.17
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,122093.82
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,122417.47
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,122741.12
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,123064.77
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,123388.42
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,123712.07
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,124035.72
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,124359.37
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,124683.02
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.65,125006.67
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,342.32,125348.99
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,348.55,125697.54
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,348.55,126046.09
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,360.94,126407.03
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,363.85,126770.88
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,372.91,127143.79
2025-08,25/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,439.61,127583.4
2025-08,25/08/25,Feira Elisete C,230.0,127813.4
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,260.5,128073.9
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,318.01,128391.91
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,318.01,128709.92
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.75,129033.67
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.75,129357.42
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.75,129681.17
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.75,130004.92
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.75,130328.67
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.75,130652.42
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,323.75,130976.17
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,331.38,131307.55
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,452.91,131760.46
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,927.04,132687.5
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,964.23,133651.73
2025-08,26/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,1282.81,134934.54
2025-08,26/08/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,48116.48,86818.06
2025-08,26/08/25,Honorarios de Cobranças Jurídicas Ref. a prestação de contas D,993.39,85824.67
2025-08,27/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.05,86148.72
2025-08,27/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.05,86472.77
2025-08,27/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.05,86796.82
2025-08,27/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.05,87120.87
2025-08,27/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.05,87444.92
2025-08,27/08/25,FORNECEDOR / PRESTADOR DE SERVIÇOS,77.5,87367.42
2025-08,27/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,372.06,86995.36
2025-08,27/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,1290.5,85704.86
2025-08,28/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,440.31,86145.17
2025-08,28/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,481.18,86626.35
2025-08,29/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.25,86950.6
2025-08,29/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,324.25,87274.85
2025-08,29/08/25,MOVIMENTAÇÃO PESSOA FÍSICA,327.35,87602.2
